complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score,resolution_days,filed_year,filed_month,filed_month_name,filed_week,filed_weekday,filed_date,is_open,verified_category,recency_score,days_open
GRV-1516,2025-06-22,,Ward-10,Street Lighting,Electric pole fallen on road – dangerous,Open,Phone Call,Medium,51,,,2025,6,Jun 2025,25,Sunday,2025-06-22,True,Road & Infrastructure,48.35164835164834,282.0
GRV-1517,2025-08-23,2025-09-13,Ward-11,Waste Management,Garbage truck does not come on schedule,Closed,Mobile App,Low,47,1.0,21.0,2025,8,Aug 2025,34,Saturday,2025-08-23,False,Waste Management,59.70695970695971,
GRV-1518,2025-09-24,,Ward-06,Public Property,Stray dogs attacking residents near park,Open,Website,Medium,35,,,2025,9,Sep 2025,39,Wednesday,2025-09-24,True,Public Property,65.56776556776556,188.0
GRV-1519,2024-12-30,,Ward-05,Street Lighting,Frequent power fluctuation in area,Rejected,Phone Call,Low,18,,,2024,12,Dec 2024,1,Monday,2024-12-30,False,Street Lighting,16.483516483516482,
GRV-1520,2025-11-08,2025-11-19,Ward-09,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Mobile App,Medium,46,2.0,11.0,2025,11,Nov 2025,45,Saturday,2025-11-08,False,Road & Infrastructure,73.80952380952381,
GRV-1521,2025-04-11,,Ward-10,Public Property,Public toilet locked / not accessible,Open,Walk-In,Medium,62,,,2025,4,Apr 2025,15,Friday,2025-04-11,True,Public Property,35.16483516483516,354.0
GRV-1522,2025-06-13,,Ward-16,Water Supply,No water supply for 3 days,Open,Mobile App,Low,52,,,2025,6,Jun 2025,24,Friday,2025-06-13,True,Water Supply,46.7032967032967,291.0
GRV-1523,2025-11-07,2025-11-30,Ward-01,Waste Management,Garbage truck does not come on schedule,Resolved,Mobile App,Medium,24,5.0,23.0,2025,11,Nov 2025,45,Friday,2025-11-07,False,Waste Management,73.62637362637363,
GRV-1524,2025-11-09,,Ward-14,Noise & Pollution,Construction noise beyond permitted hours,Rejected,Walk-In,Medium,37,,,2025,11,Nov 2025,45,Sunday,2025-11-09,False,Road & Infrastructure,73.992673992674,
GRV-1525,2025-01-17,,Ward-04,Waste Management,No waste bins available in the area,Open,Mobile App,Medium,36,,,2025,1,Jan 2025,3,Friday,2025-01-17,True,Waste Management,19.780219780219777,438.0
GRV-1526,2026-02-06,,Ward-05,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Walk-In,Low,32,,,2026,2,Feb 2026,6,Friday,2026-02-06,True,Water Supply,90.29304029304029,53.0
GRV-1527,2025-10-02,2025-10-31,Ward-06,Sewage & Drainage,Sewage overflowing onto road,Resolved,Website,Medium,53,2.0,29.0,2025,10,Oct 2025,40,Thursday,2025-10-02,False,Road & Infrastructure,67.03296703296704,
GRV-1528,2024-10-04,2024-10-27,Ward-20,Waste Management,Overflowing dustbin near bus stop,Closed,Website,High,70,5.0,23.0,2024,10,Oct 2024,40,Friday,2024-10-04,False,Waste Management,0.5494505494505475,
GRV-1529,2025-06-11,,Ward-04,Water Supply,No water supply for 3 days,Open,WhatsApp,High,46,,,2025,6,Jun 2025,24,Wednesday,2025-06-11,True,Water Supply,46.336996336996336,293.0
GRV-1530,2025-10-26,,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Open,Unknown,Low,37,,,2025,10,Oct 2025,43,Sunday,2025-10-26,True,Other,71.42857142857143,156.0
GRV-1531,2025-09-07,,Ward-20,Public Property,Park benches broken and vandalised,Open,WhatsApp,High,55,,,2025,9,Sep 2025,36,Sunday,2025-09-07,True,Public Property,62.45421245421245,205.0
GRV-1532,2025-03-18,2025-04-05,Ward-10,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Walk-In,Medium,47,1.0,18.0,2025,3,Mar 2025,12,Tuesday,2025-03-18,False,Road & Infrastructure,30.76923076923077,
GRV-1533,2025-01-20,2025-02-19,Ward-10,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,Mobile App,High,65,4.0,30.0,2025,1,Jan 2025,4,Monday,2025-01-20,False,Sewage & Drainage,20.329670329670336,
GRV-1534,2026-03-12,,Ward-04,Noise & Pollution,Factory emitting foul-smelling smoke,In Progress,Walk-In,Medium,38,,,2026,3,Mar 2026,11,Thursday,2026-03-12,True,Noise & Pollution,96.52014652014653,19.0
GRV-1535,2025-04-20,,Ward-18,Sewage & Drainage,Sewage overflowing onto road,In Progress,Mobile App,Critical,26,,,2025,4,Apr 2025,16,Sunday,2025-04-20,True,Road & Infrastructure,36.81318681318682,345.0
GRV-1536,2026-02-17,,Ward-19,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Website,Medium,64,,,2026,2,Feb 2026,8,Tuesday,2026-02-17,True,Water Supply,92.3076923076923,42.0
GRV-1537,2025-01-10,2025-01-29,Ward-03,Public Property,Public toilet locked / not accessible,Resolved,Mobile App,Medium,53,2.0,19.0,2025,1,Jan 2025,2,Friday,2025-01-10,False,Public Property,18.4981684981685,
GRV-1538,2025-01-12,,Ward-02,Water Supply,Dirty/contaminated water coming from tap,Open,Website,Medium,23,,,2025,1,Jan 2025,2,Sunday,2025-01-12,True,Water Supply,18.864468864468865,443.0
GRV-1539,2025-03-16,2025-03-18,Ward-14,Public Property,Encroachment on footpath by shop owners,Resolved,Website,Low,58,5.0,2.0,2025,3,Mar 2025,11,Sunday,2025-03-16,False,Road & Infrastructure,30.402930402930405,
GRV-1540,2025-06-19,2025-07-06,Ward-09,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,Mobile App,Medium,66,5.0,17.0,2025,6,Jun 2025,25,Thursday,2025-06-19,False,Water Supply,47.802197802197796,
GRV-1541,2025-04-01,,Ward-05,Sewage & Drainage,Blocked drain causing flooding in colony,Rejected,WhatsApp,Medium,43,,,2025,4,Apr 2025,14,Tuesday,2025-04-01,False,Sewage & Drainage,33.333333333333336,
GRV-1542,2025-10-04,,Ward-18,Sewage & Drainage,Sewage overflowing onto road,Open,Website,High,57,,,2025,10,Oct 2025,40,Saturday,2025-10-04,True,Road & Infrastructure,67.3992673992674,178.0
GRV-1543,2025-06-27,,Ward-03,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Website,Low,41,,,2025,6,Jun 2025,26,Friday,2025-06-27,True,Noise & Pollution,49.26739926739927,277.0
GRV-1544,2025-03-17,,Ward-06,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Mobile App,Low,44,,,2025,3,Mar 2025,12,Monday,2025-03-17,True,Water Supply,30.586080586080588,379.0
GRV-1545,2025-05-28,,Ward-12,Waste Management,Garbage not collected for a week,Open,WhatsApp,Medium,29,,,2025,5,May 2025,22,Wednesday,2025-05-28,True,Waste Management,43.772893772893774,307.0
GRV-1546,2026-01-01,,Ward-05,Noise & Pollution,Burning of garbage creating air pollution,Open,Phone Call,High,61,,,2026,1,Jan 2026,1,Thursday,2026-01-01,True,Waste Management,83.69963369963371,89.0
GRV-1547,2025-08-09,,Ward-14,Water Supply,No water supply for 3 days,Open,Phone Call,Medium,73,,,2025,8,Aug 2025,32,Saturday,2025-08-09,True,Water Supply,57.14285714285714,234.0
GRV-1548,2025-03-28,2025-04-25,Ward-18,Road & Infrastructure,Road construction debris not cleared,Resolved,Website,Medium,50,5.0,28.0,2025,3,Mar 2025,13,Friday,2025-03-28,False,Road & Infrastructure,32.6007326007326,
GRV-1549,2025-08-27,,Ward-19,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Walk-In,Medium,23,,,2025,8,Aug 2025,35,Wednesday,2025-08-27,True,Road & Infrastructure,60.439560439560445,216.0
GRV-1550,2024-12-08,2025-01-07,Ward-04,Road & Infrastructure,Large pothole causing accidents on highway,Closed,Walk-In,High,67,3.0,30.0,2024,12,Dec 2024,49,Sunday,2024-12-08,False,Road & Infrastructure,12.454212454212454,
GRV-1551,2025-04-15,2025-04-22,Ward-01,Water Supply,No water supply for 3 days,Closed,Walk-In,Low,21,4.0,7.0,2025,4,Apr 2025,16,Tuesday,2025-04-15,False,Water Supply,35.89743589743589,
GRV-1552,2025-10-26,2025-11-14,Ward-06,Road & Infrastructure,Speed breaker removed without notice,Closed,Mobile App,Medium,71,4.0,19.0,2025,10,Oct 2025,43,Sunday,2025-10-26,False,Other,71.42857142857143,
GRV-1553,2024-10-29,,Ward-08,Public Property,Stray dogs attacking residents near park,Open,Website,Critical,58,,,2024,10,Oct 2024,44,Tuesday,2024-10-29,True,Public Property,5.128205128205132,518.0
GRV-1554,2025-04-20,2025-04-25,Ward-19,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,Phone Call,Low,45,5.0,5.0,2025,4,Apr 2025,16,Sunday,2025-04-20,False,Road & Infrastructure,36.81318681318682,
GRV-1555,2024-12-21,,Ward-17,Public Property,Park benches broken and vandalised,Open,Mobile App,Critical,44,,,2024,12,Dec 2024,51,Saturday,2024-12-21,True,Public Property,14.835164835164838,465.0
GRV-1556,2025-10-22,2025-11-07,Ward-10,Water Supply,Water pipeline leakage on main road,Closed,Phone Call,Low,19,2.0,16.0,2025,10,Oct 2025,43,Wednesday,2025-10-22,False,Water Supply,70.69597069597069,
GRV-1557,2025-03-15,,Ward-10,Street Lighting,Street lights not working for 2 weeks,In Progress,WhatsApp,High,56,,,2025,3,Mar 2025,11,Saturday,2025-03-15,True,Street Lighting,30.219780219780223,381.0
GRV-1558,2025-02-25,,Ward-12,Public Property,Encroachment on footpath by shop owners,Open,WhatsApp,Critical,64,,,2025,2,Feb 2025,9,Tuesday,2025-02-25,True,Road & Infrastructure,26.923076923076927,399.0
GRV-1559,2025-02-11,2025-02-12,Ward-18,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Walk-In,Low,49,1.0,1.0,2025,2,Feb 2025,7,Tuesday,2025-02-11,False,Noise & Pollution,24.35897435897436,
GRV-1560,2025-12-17,,Ward-12,Street Lighting,Street lights not working for 2 weeks,Open,Mobile App,Critical,46,,,2025,12,Dec 2025,51,Wednesday,2025-12-17,True,Street Lighting,80.95238095238095,104.0
GRV-1561,2025-03-03,2025-03-30,Ward-10,Water Supply,Water pipeline leakage on main road,Resolved,Mobile App,Low,39,5.0,27.0,2025,3,Mar 2025,10,Monday,2025-03-03,False,Water Supply,28.021978021978022,
GRV-1562,2025-06-05,,Ward-02,Waste Management,No waste bins available in the area,In Progress,Walk-In,High,46,,,2025,6,Jun 2025,23,Thursday,2025-06-05,True,Waste Management,45.238095238095234,299.0
GRV-1563,2025-07-28,2025-08-01,Ward-17,Water Supply,No water supply for 3 days,Closed,Website,High,36,4.0,4.0,2025,7,Jul 2025,31,Monday,2025-07-28,False,Water Supply,54.94505494505495,
GRV-1564,2024-12-12,,Ward-03,Road & Infrastructure,Speed breaker removed without notice,Rejected,WhatsApp,Low,49,,,2024,12,Dec 2024,50,Thursday,2024-12-12,False,Other,13.186813186813184,
GRV-1565,2025-10-05,,Ward-19,Waste Management,No waste bins available in the area,Open,Mobile App,Medium,69,,,2025,10,Oct 2025,40,Sunday,2025-10-05,True,Waste Management,67.58241758241759,177.0
GRV-1566,2025-10-02,,Ward-11,Waste Management,Overflowing dustbin near bus stop,Open,Website,High,26,,,2025,10,Oct 2025,40,Thursday,2025-10-02,True,Waste Management,67.03296703296704,180.0
GRV-1567,2025-06-05,,Ward-09,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Low,58,,,2025,6,Jun 2025,23,Thursday,2025-06-05,True,Public Property,45.238095238095234,299.0
GRV-1568,2026-02-05,2026-02-28,Ward-19,Waste Management,Overflowing dustbin near bus stop,Resolved,Mobile App,Low,64,1.0,23.0,2026,2,Feb 2026,6,Thursday,2026-02-05,False,Waste Management,90.10989010989012,
GRV-1569,2025-10-01,,Ward-14,Waste Management,No waste bins available in the area,In Progress,Mobile App,Medium,57,,,2025,10,Oct 2025,40,Wednesday,2025-10-01,True,Waste Management,66.84981684981686,181.0
GRV-1570,2025-08-10,,Ward-15,Noise & Pollution,Factory emitting foul-smelling smoke,In Progress,Phone Call,High,47,,,2025,8,Aug 2025,32,Sunday,2025-08-10,True,Noise & Pollution,57.32600732600732,233.0
GRV-1571,2025-09-03,2025-09-30,Ward-10,Water Supply,Low water pressure in pipes,Resolved,WhatsApp,Low,30,3.0,27.0,2025,9,Sep 2025,36,Wednesday,2025-09-03,False,Water Supply,61.72161172161172,
GRV-1572,2026-02-06,,Ward-08,Noise & Pollution,Burning of garbage creating air pollution,Open,Phone Call,Medium,23,,,2026,2,Feb 2026,6,Friday,2026-02-06,True,Waste Management,90.29304029304029,53.0
GRV-1573,2025-04-05,,Ward-06,Water Supply,Dirty/contaminated water coming from tap,Open,Mobile App,Critical,60,,,2025,4,Apr 2025,14,Saturday,2025-04-05,True,Water Supply,34.065934065934066,360.0
GRV-1574,2025-11-24,,Ward-18,Noise & Pollution,Loud music from nearby event venue,In Progress,Walk-In,Low,46,,,2025,11,Nov 2025,48,Monday,2025-11-24,True,Other,76.73992673992673,127.0
GRV-1575,2024-12-02,,Ward-02,Water Supply,Low water pressure in pipes,Open,Walk-In,Low,74,,,2024,12,Dec 2024,49,Monday,2024-12-02,True,Water Supply,11.35531135531136,484.0
GRV-1576,2024-12-27,,Ward-03,Noise & Pollution,Loud music from nearby event venue,In Progress,WhatsApp,Medium,72,,,2024,12,Dec 2024,52,Friday,2024-12-27,True,Other,15.934065934065933,459.0
GRV-1577,2025-01-29,,Ward-03,Noise & Pollution,Construction noise beyond permitted hours,Open,Walk-In,Critical,65,,,2025,1,Jan 2025,5,Wednesday,2025-01-29,True,Road & Infrastructure,21.978021978021978,426.0
GRV-1578,2024-10-21,,Ward-11,Street Lighting,Frequent power fluctuation in area,Open,Mobile App,Low,64,,,2024,10,Oct 2024,43,Monday,2024-10-21,True,Street Lighting,3.663003663003661,526.0
GRV-1579,2024-12-08,,Ward-18,Street Lighting,Street lights not working for 2 weeks,Open,WhatsApp,Medium,44,,,2024,12,Dec 2024,49,Sunday,2024-12-08,True,Street Lighting,12.454212454212454,478.0
GRV-1580,2025-07-04,,Ward-13,Public Property,Stray dogs attacking residents near park,In Progress,Website,Low,41,,,2025,7,Jul 2025,27,Friday,2025-07-04,True,Public Property,50.54945054945055,270.0
GRV-1581,2025-03-26,,Ward-15,Waste Management,Overflowing dustbin near bus stop,Open,Walk-In,Low,50,,,2025,3,Mar 2025,13,Wednesday,2025-03-26,True,Waste Management,32.234432234432234,370.0
GRV-1582,2025-02-14,,Ward-10,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Website,Medium,56,,,2025,2,Feb 2025,7,Friday,2025-02-14,True,Water Supply,24.90842490842491,410.0
GRV-1583,2025-11-30,,Ward-09,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Website,Low,33,,,2025,11,Nov 2025,48,Sunday,2025-11-30,True,Sewage & Drainage,77.83882783882784,121.0
GRV-1584,2025-12-31,,Ward-18,Waste Management,Garbage truck does not come on schedule,Open,Mobile App,Critical,30,,,2025,12,Dec 2025,1,Wednesday,2025-12-31,True,Waste Management,83.51648351648352,90.0
GRV-1585,2026-02-07,,Ward-16,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Phone Call,Critical,46,,,2026,2,Feb 2026,6,Saturday,2026-02-07,True,Waste Management,90.47619047619048,52.0
GRV-1586,2026-01-28,,Ward-06,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Mobile App,Medium,39,,,2026,1,Jan 2026,5,Wednesday,2026-01-28,True,Sewage & Drainage,88.64468864468864,62.0
GRV-1587,2025-05-23,2025-06-18,Ward-09,Waste Management,Garbage not collected for a week,Closed,Mobile App,High,27,3.0,26.0,2025,5,May 2025,21,Friday,2025-05-23,False,Waste Management,42.85714285714286,
GRV-1588,2025-05-22,,Ward-19,Street Lighting,Broken street light reported multiple times,In Progress,Walk-In,Critical,72,,,2025,5,May 2025,21,Thursday,2025-05-22,True,Street Lighting,42.67399267399268,313.0
GRV-1589,2025-01-26,2025-02-03,Ward-09,Water Supply,Low water pressure in pipes,Resolved,WhatsApp,High,60,1.0,8.0,2025,1,Jan 2025,4,Sunday,2025-01-26,False,Water Supply,21.42857142857143,
GRV-1590,2026-01-24,2026-02-08,Ward-08,Public Property,Park benches broken and vandalised,Resolved,WhatsApp,High,59,2.0,15.0,2026,1,Jan 2026,4,Saturday,2026-01-24,False,Public Property,87.91208791208791,
GRV-1591,2025-09-19,,Ward-06,Noise & Pollution,Loud music from nearby event venue,In Progress,Walk-In,Low,46,,,2025,9,Sep 2025,38,Friday,2025-09-19,True,Other,64.65201465201464,193.0
GRV-1592,2025-12-07,2025-12-14,Ward-01,Road & Infrastructure,Broken footpath causing injury to pedestrians,Closed,Phone Call,Critical,41,5.0,7.0,2025,12,Dec 2025,49,Sunday,2025-12-07,False,Road & Infrastructure,79.12087912087912,
GRV-1593,2025-08-21,,Ward-07,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Website,Medium,66,,,2025,8,Aug 2025,34,Thursday,2025-08-21,True,Sewage & Drainage,59.34065934065934,222.0
GRV-1594,2026-03-13,,Ward-02,Waste Management,No waste bins available in the area,Open,Walk-In,Medium,20,,,2026,3,Mar 2026,11,Friday,2026-03-13,True,Waste Management,96.7032967032967,18.0
GRV-1595,2025-11-20,,Ward-11,Water Supply,Water meter not working properly,In Progress,WhatsApp,Low,71,,,2025,11,Nov 2025,47,Thursday,2025-11-20,True,Water Supply,76.007326007326,131.0
GRV-1596,2025-01-01,2025-01-20,Ward-11,Waste Management,Illegal dumping of waste on street,Resolved,Mobile App,Low,61,1.0,19.0,2025,1,Jan 2025,1,Wednesday,2025-01-01,False,Waste Management,16.849816849816847,
GRV-1597,2025-04-17,2025-04-19,Ward-17,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,Phone Call,Critical,58,3.0,2.0,2025,4,Apr 2025,16,Thursday,2025-04-17,False,Sewage & Drainage,36.26373626373627,
GRV-1598,2025-02-16,,Ward-11,Road & Infrastructure,Speed breaker removed without notice,In Progress,Phone Call,Medium,46,,,2025,2,Feb 2025,7,Sunday,2025-02-16,True,Other,25.274725274725274,408.0
GRV-1599,2026-03-18,2026-03-26,Ward-16,Waste Management,No waste bins available in the area,Resolved,Phone Call,Low,53,4.0,8.0,2026,3,Mar 2026,12,Wednesday,2026-03-18,False,Waste Management,97.61904761904762,
GRV-1600,2024-11-18,2024-12-01,Ward-08,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,WhatsApp,High,71,5.0,13.0,2024,11,Nov 2024,47,Monday,2024-11-18,False,Water Supply,8.791208791208794,
GRV-1601,2025-08-19,2025-08-27,Ward-10,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Walk-In,Low,72,3.0,8.0,2025,8,Aug 2025,34,Tuesday,2025-08-19,False,Road & Infrastructure,58.97435897435898,
GRV-1602,2025-01-30,,Ward-19,Water Supply,Water meter not working properly,In Progress,Mobile App,Low,47,,,2025,1,Jan 2025,5,Thursday,2025-01-30,True,Water Supply,22.16117216117216,425.0
GRV-1603,2025-09-13,,Ward-19,Road & Infrastructure,Road construction debris not cleared,Open,Mobile App,Critical,73,,,2025,9,Sep 2025,37,Saturday,2025-09-13,True,Road & Infrastructure,63.55311355311355,199.0
GRV-1604,2025-02-13,2025-03-01,Ward-08,Waste Management,Illegal dumping of waste on street,Resolved,Phone Call,Critical,62,2.0,16.0,2025,2,Feb 2025,7,Thursday,2025-02-13,False,Waste Management,24.725274725274726,
GRV-1605,2026-02-12,2026-02-24,Ward-11,Waste Management,Garbage not collected for a week,Resolved,Website,Low,46,4.0,12.0,2026,2,Feb 2026,7,Thursday,2026-02-12,False,Waste Management,91.39194139194139,
GRV-1606,2025-06-22,2025-07-18,Ward-12,Waste Management,Overflowing dustbin near bus stop,Resolved,Phone Call,High,34,3.0,26.0,2025,6,Jun 2025,25,Sunday,2025-06-22,False,Waste Management,48.35164835164834,
GRV-1607,2026-02-02,,Ward-15,Public Property,Park benches broken and vandalised,Open,Website,Critical,59,,,2026,2,Feb 2026,6,Monday,2026-02-02,True,Public Property,89.56043956043956,57.0
GRV-1608,2025-06-26,2025-07-04,Ward-12,Street Lighting,Short circuit sparks from street light,Closed,WhatsApp,Medium,74,3.0,8.0,2025,6,Jun 2025,26,Thursday,2025-06-26,False,Street Lighting,49.08424908424909,
GRV-1609,2025-10-21,2025-11-02,Ward-19,Noise & Pollution,Loud music from nearby event venue,Resolved,Walk-In,Low,28,1.0,12.0,2025,10,Oct 2025,43,Tuesday,2025-10-21,False,Other,70.51282051282051,
GRV-1610,2026-02-26,,Ward-11,Water Supply,No water supply for 3 days,Open,Phone Call,Critical,40,,,2026,2,Feb 2026,9,Thursday,2026-02-26,True,Water Supply,93.95604395604396,33.0
GRV-1611,2025-10-19,,Ward-13,Water Supply,Dirty/contaminated water coming from tap,Open,Walk-In,High,20,,,2025,10,Oct 2025,42,Sunday,2025-10-19,True,Water Supply,70.14652014652015,163.0
GRV-1612,2025-02-06,,Ward-20,Sewage & Drainage,Sewage overflowing onto road,Open,Website,High,38,,,2025,2,Feb 2025,6,Thursday,2025-02-06,True,Road & Infrastructure,23.44322344322345,418.0
GRV-1613,2025-12-11,2026-01-03,Ward-14,Street Lighting,Frequent power fluctuation in area,Resolved,Walk-In,Low,72,4.0,23.0,2025,12,Dec 2025,50,Thursday,2025-12-11,False,Street Lighting,79.85347985347985,
GRV-1614,2025-09-05,,Ward-14,Road & Infrastructure,Road completely waterlogged after rain,Rejected,WhatsApp,High,18,,,2025,9,Sep 2025,36,Friday,2025-09-05,False,Water Supply,62.08791208791209,
GRV-1615,2025-11-09,,Ward-10,Public Property,Encroachment on footpath by shop owners,Open,Phone Call,Low,73,,,2025,11,Nov 2025,45,Sunday,2025-11-09,True,Road & Infrastructure,73.992673992674,142.0
GRV-1616,2024-11-25,,Ward-16,Water Supply,Water pipeline leakage on main road,In Progress,Walk-In,Low,46,,,2024,11,Nov 2024,48,Monday,2024-11-25,True,Water Supply,10.073260073260071,491.0
GRV-1617,2025-05-18,,Ward-20,Water Supply,Water pipeline leakage on main road,Open,Website,Low,50,,,2025,5,May 2025,20,Sunday,2025-05-18,True,Water Supply,41.941391941391934,317.0
GRV-1618,2025-07-03,,Ward-10,Water Supply,Low water pressure in pipes,Open,Mobile App,Medium,44,,,2025,7,Jul 2025,27,Thursday,2025-07-03,True,Water Supply,50.366300366300365,271.0
GRV-1619,2025-12-25,2026-01-09,Ward-16,Water Supply,Dirty/contaminated water coming from tap,Resolved,Website,High,33,1.0,15.0,2025,12,Dec 2025,52,Thursday,2025-12-25,False,Water Supply,82.41758241758241,
GRV-1620,2026-01-02,2026-01-13,Ward-13,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Walk-In,Medium,47,5.0,11.0,2026,1,Jan 2026,1,Friday,2026-01-02,False,Road & Infrastructure,83.88278388278388,
GRV-1621,2025-03-15,,Ward-18,Street Lighting,Electric pole fallen on road – dangerous,Open,Mobile App,Low,66,,,2025,3,Mar 2025,11,Saturday,2025-03-15,True,Road & Infrastructure,30.219780219780223,381.0
GRV-1622,2025-12-16,,Ward-09,Street Lighting,Electric pole fallen on road – dangerous,Open,WhatsApp,Low,38,,,2025,12,Dec 2025,51,Tuesday,2025-12-16,True,Road & Infrastructure,80.76923076923077,105.0
GRV-1623,2026-03-21,,Ward-12,Noise & Pollution,Construction noise beyond permitted hours,Open,WhatsApp,Medium,36,,,2026,3,Mar 2026,12,Saturday,2026-03-21,True,Road & Infrastructure,98.16849816849816,10.0
GRV-1624,2025-07-03,,Ward-02,Noise & Pollution,Dust from road construction affecting residents,Open,Website,High,28,,,2025,7,Jul 2025,27,Thursday,2025-07-03,True,Road & Infrastructure,50.366300366300365,271.0
GRV-1625,2025-04-09,2025-04-21,Ward-16,Street Lighting,Broken street light reported multiple times,Resolved,WhatsApp,High,67,1.0,12.0,2025,4,Apr 2025,15,Wednesday,2025-04-09,False,Street Lighting,34.798534798534796,
GRV-1626,2025-03-19,,Ward-02,Street Lighting,Electric pole fallen on road – dangerous,Open,WhatsApp,Medium,28,,,2025,3,Mar 2025,12,Wednesday,2025-03-19,True,Road & Infrastructure,30.952380952380953,377.0
GRV-1627,2025-03-04,2025-03-27,Ward-20,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,Walk-In,Low,28,5.0,23.0,2025,3,Mar 2025,10,Tuesday,2025-03-04,False,Water Supply,28.205128205128204,
GRV-1628,2025-09-08,,Ward-06,Noise & Pollution,Loud music from nearby event venue,Open,Walk-In,High,46,,,2025,9,Sep 2025,37,Monday,2025-09-08,True,Other,62.637362637362635,204.0
GRV-1629,2024-12-03,,Ward-14,Waste Management,Garbage not collected for a week,In Progress,Walk-In,Critical,57,,,2024,12,Dec 2024,49,Tuesday,2024-12-03,True,Waste Management,11.538461538461542,483.0
GRV-1630,2025-01-01,2025-01-19,Ward-09,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Critical,46,3.0,18.0,2025,1,Jan 2025,1,Wednesday,2025-01-01,False,Public Property,16.849816849816847,
GRV-1631,2024-11-12,,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,Open,Website,Medium,37,,,2024,11,Nov 2024,46,Tuesday,2024-11-12,True,Road & Infrastructure,7.692307692307687,504.0
GRV-1632,2025-03-05,,Ward-01,Noise & Pollution,Burning of garbage creating air pollution,In Progress,WhatsApp,Medium,30,,,2025,3,Mar 2025,10,Wednesday,2025-03-05,True,Waste Management,28.388278388278387,391.0
GRV-1633,2025-12-12,,Ward-05,Noise & Pollution,Loud music from nearby event venue,Open,Walk-In,Medium,57,,,2025,12,Dec 2025,50,Friday,2025-12-12,True,Other,80.03663003663004,109.0
GRV-1634,2024-10-08,2024-10-25,Ward-19,Sewage & Drainage,Sewage overflowing onto road,Closed,Mobile App,High,37,3.0,17.0,2024,10,Oct 2024,41,Tuesday,2024-10-08,False,Road & Infrastructure,1.2820512820512775,
GRV-1635,2026-03-03,2026-03-27,Ward-14,Noise & Pollution,Dust from road construction affecting residents,Closed,Phone Call,Medium,65,1.0,24.0,2026,3,Mar 2026,10,Tuesday,2026-03-03,False,Road & Infrastructure,94.87179487179486,
GRV-1636,2025-03-28,2025-04-12,Ward-18,Street Lighting,Broken street light reported multiple times,Resolved,Mobile App,Low,48,5.0,15.0,2025,3,Mar 2025,13,Friday,2025-03-28,False,Street Lighting,32.6007326007326,
GRV-1637,2025-10-01,2025-10-24,Ward-13,Street Lighting,Frequent power fluctuation in area,Resolved,Mobile App,Medium,29,2.0,23.0,2025,10,Oct 2025,40,Wednesday,2025-10-01,False,Street Lighting,66.84981684981686,
GRV-1638,2025-09-15,,Ward-16,Road & Infrastructure,Road completely waterlogged after rain,Open,Phone Call,High,46,,,2025,9,Sep 2025,38,Monday,2025-09-15,True,Water Supply,63.91941391941391,197.0
GRV-1639,2025-07-03,2025-07-23,Ward-10,Water Supply,Dirty/contaminated water coming from tap,Resolved,Phone Call,Low,32,3.0,20.0,2025,7,Jul 2025,27,Thursday,2025-07-03,False,Water Supply,50.366300366300365,
GRV-1640,2025-07-23,,Ward-18,Street Lighting,Street lights not working for 2 weeks,Rejected,Walk-In,Low,28,,,2025,7,Jul 2025,30,Wednesday,2025-07-23,False,Street Lighting,54.029304029304036,
GRV-1641,2024-11-29,2024-12-03,Ward-11,Public Property,Stray dogs attacking residents near park,Resolved,Phone Call,High,46,5.0,4.0,2024,11,Nov 2024,48,Friday,2024-11-29,False,Public Property,10.805860805860801,
GRV-1642,2024-12-25,,Ward-07,Sewage & Drainage,Sewage overflowing onto road,Open,Website,High,55,,,2024,12,Dec 2024,52,Wednesday,2024-12-25,True,Road & Infrastructure,15.567765567765568,461.0
